Image Name,Player,ELO,Crc,Result,Opponent,Opponent ELO,Opponent Crc,Tournament,Date,1st Serve %,Aces,Double Faults,Fastest Serve,Avg 1st Serve Speed,Avg 2nd Serve Speed,Winners,Forced Errors,Unforced Errors,Net Points Won %,Break Points Won %,Total Points Won,Short Rallies Won (<5) %,Medium Rallies Won (5-8) %,Long Rallies Won (>8) %,Average Rally Length,Set Points Saved,Match Points Saved,1st Serve Won %,2nd Serve Won %,Return Points Won %,Return Winners,Breaks / Games %,,,,
image171.png,GOATBARBOZA,2388 +24,2225459,3/6 6/1 6/2,Dani21,2289 -24,15026065,Washington ATP 500,26/08/2024 10:39,76%,2,0,229,187,151,41,13,26,50%,63%,79,56%,49%,64%,5.8,2,0,67%,59%,35%,3,83%,,,,
image171.png,Dani21,2289 -24,15026065,3/6 6/1 6/2,GOATBARBOZA,2388 +24,2225459,Washington ATP 500,26/08/2024 10:39,72%,3,0,215,190,141,22,19,17,38%,33%,64,44%,51%,36%,5.8,0,0,57%,50%,35%,0,50%,,,,
image172.png,sid,ELO1,Crc1,6/4 6/4 7/5,Gobyguru,ELO2,Crc2,RG Philippe Chatrier Night,03/08/2024 05:57,86%,8,0,211,161,153,45,4,7,80%,100%,75,77%,85%,88%,4.2,0,0,81%,100%,16%,0,100%,,,,
image172.png,Gobyguru,ELO2,Crc2,6/4 6/4 7/5,sid,ELO1,Crc1,RG Philippe Chatrier Night,03/08/2024 05:57,67%,3,4,212,190,187,6,9,10,21%,0%,19,23%,15%,13%,4.2,0,0,29%,12%,16%,0,0%,,,,
image173.png,Stkst,ELO1,Crc1,6/4 6/4 7/5,Pegglesworth,ELO2,Crc2,RG Philippe Chatrier Night,03/08/2024 05:57,80%,6,0,197,184,158,48,4,6,0%,62%,77,77%,84%,67%,4,0,0,86%,89%,13%,6,100%,,,,
image173.png,Pegglesworth,ELO2,Crc2,6/4 6/4 7/5,Stkst,ELO1,Crc1,RG Philippe Chatrier Night,03/08/2024 05:57,64%,2,1,226,202,180,10,13,9,33%,0%,22,23%,16%,33%,4,0,0,24%,42%,13%,1,0%,,,,
image174.png,Ondracool,1065 -22,10866739,6/4 42 ret.,Brofessor,901 +22,13104809,US Open Arthur Ashe,30/08/2024 21:44,61%,9,2,221,198,154,20,9,11,8%,33%,46,53%,34%,25%,3.5,0,0,67%,42%,35%,1,50%,,,,
image174.png,Brofessor,901 +22,13104809,6/4 42 ret.,Ondracool,1065 -22,10866739,US Open Arthur Ashe,30/08/2024 21:44,69%,5,4,222,200,153,27,5,8,91%,60%,54,47%,66%,75%,3.5,0,0,77%,38%,35%,4,50%,,,,
image175.png,Vladimir,448 +18,10560073,6/1 7/5 1/6 5/7 7/6(7),RalphAssassin,818 -18,10560073,US Open Arthur Ashe,30/08/2024 17:29,71%,22,0,222,200,155,78,20,39,13%,40%,162,46%,55%,44%,4.1,2,0,66%,48%,39%,3,57%,,,,
image175.png,RalphAssassin,818 -18,10560073,6/1 7/5 1/6 5/7 7/6(7),Vladimir,448 +18,10560073,US Open Arthur Ashe,30/08/2024 17:29,68%,37,0,220,193,156,80,14,48,67%,21%,176,54%,45%,56%,4.1,0,0,78%,53%,39%,2,40%,,,,
image176.png,Vladimir,442 -6,10560073,6/3 6/2 6/2,Dani21,2295 +6,15166552,US Open Arthur Ashe,01/09/2024 22:41,71%,7,1,222,197,153,23,10,23,50%,0%,57,34%,40%,44%,4.7,0,0,59%,28%,21%,0,0%,,,,
image176.png,Dani21,2295 +6,15166552,6/3 6/2 6/2,Vladimir,442 -6,10560073,US Open Arthur Ashe,01/09/2024 22:41,75%,11,0,216,187,140,51,7,20,83%,45%,96,66%,60%,56%,4.7,0,1,84%,65%,21%,3,71%,,,,
image177.png,Stkst,1596 -23,5094922,6/1 6/3 6/2,GOATBARBOZA,2407 +23,2225459,US Open Arthur Ashe,02/09/2024 15:49,65%,4,2,222,193,162,37,14,27,27%,50%,63,43%,36%,29%,4.5,0,0,45%,38%,37%,5,50%,,,,
image177.png,GOATBARBOZA,2407 +23,2225459,6/1 6/3 6/2,Stkst,1596 -23,5094922,US Open Arthur Ashe,02/09/2024 15:49,89%,5,0,200,173,148,47,10,12,53%,53%,95,57%,64%,71%,4.5,3,0,65%,50%,37%,6,89%,,,,
image178.png,Squeaky,1649 +16,9456771,644 64 63,Hakisko,1015 -16,8795076,US Open Arthur Ashe,30/08/2024 00:09,71%,13,0,222,194,146,47,12,14,45%,45%,101,53%,58%,56%,5.4,0,1,79%,40%,32%,5,83%,,,,
image178.png,Hakisko,1015 -16,8795076,644 64 63,Squeaky,1649 +16,9456771,US Open Arthur Ashe,30/08/2024 00:09,69%,12,0,226,203,161,46,13,28,50%,50%,84,47%,42%,44%,5.4,0,0,60%,50%,32%,1,50%,,,,
image179.png,Squeaky,1715 +27,9456771,6/1 6/0 6/2,Brofessor,887 -27,13104809,US Open Arthur Ashe,02/09/2024 17:40,61%,12,0,217,186,144,28,5,10,35%,57%,84,70%,60%,58%,4.4,1,1,77%,80%,22%,3,89%,,,,
image179.png,Brofessor,887 -27,13104809,6/1 6/0 6/2,squeaky,1715 +27,9456771,US Open Arthur Ashe,02/09/2024 17:40,68%,2,2,220,200,156,26,10,32,61%,0%,43,30%,40%,42%,4.4,0,0,44%,38%,22%,2,0%,,,,
image18.png,Tennis_Star,1084 -29,3241378,6/3 6/2 6/3,Squeaky,1437 +29,2170479,AO Rod Laver Night,15/01/2024 20:00,68%,8,0,226,202,152,40,18,28,60%,20%,73,40%,47%,44%,4.4,2,2,48%,66%,30%,5,0%,,,,
image18.png,Squeaky,1437 +29,2170479,6/3 6/2 6/3,Tennis_Star,1084 -29,3241378,AO Rod Laver Night,15/01/2024 20:00,64%,5,0,248,192,148,48,5,20,36%,28%,99,60%,53%,56%,4.4,1,2,75%,62%,46%,2,63%,,,,
image180.png,Yukihiro,ELO1,Crc1,6/4 6/4 7/5,norden123,ELO2,Crc2,RG Philippe Chatrier Night,03/08/2024 05:57,88%,3,0,209,182,154,25,1,2,100%,64%,81,74%,78%,71%,5.6,0,0,90%,100%,8%,1,88%,,,,
image180.png,norden123,ELO2,Crc2,6/4 6/4 7/5,Yukihiro,ELO1,Crc1,RG Philippe Chatrier Night,03/08/2024 05:57,69%,5,4,204,178,175,20,8,41,0%,0%,28,26%,22%,29%,5.6,1,0,61%,32%,8%,1,0%,,,,
image181.png,The End,2118 -26,16726438,6/1 6/2 6/1,Debuffy,2939 +26,7645717,US Open Arthur Ashe,03/09/2024 15:19,63%,0,1,222,183,153,20,5,23,100%,20%,45,35%,29%,40%,6.8,0,0,41%,35%,31%,0,50%,,,,
image181.png,Debuffy,2939 +26,7645717,6/1 6/2 6/1,The End,2118 -26,16726438,US Open Arthur Ashe,03/09/2024 15:19,76%,2,1,207,188,154,54,7,17,57%,67%,85,65%,71%,60%,6.8,0,0,69%,69%,61%,1,100%,,,,
image182.png,Mohd,ELO1,Crc1,Result1,JulianU,ELO2,Crc2,Tournament1,Date1,79%,0,7,200,180,153,35,6,11,47%,67%,70,49%,78%,65%,4.7,0,0,72%,50%,46%,2,80%,,,,
image182.png,JulianU,ELO2,Crc2,Result2,Mohd,ELO1,Crc1,Tournament1,Date1,76%,0,7,219,187,159,27,10,21,42%,0%,51,51%,22%,35%,4.7,0,0,61%,31%,33%,3,0%,,,,
image183.png,Mohd,2053 -29,5094922,7/6(4) 6/1 6/3,Dani21,2371 +29,15166552,US Open Arthur Ashe,04/09/2024 01:55,76%,2,1,200,183,153,42,12,38,38%,25%,89,46%,43%,38%,6.6,8,0,52%,46%,35%,0,40%,,,,
image183.png,Dani21,2371 +29,15166552,7/6(4) 6/1 6/3,Mohd,2053 -29,5094922,US Open Arthur Ashe,04/09/2024 01:55,74%,8,0,213,190,146,59,13,32,70%,32%,118,54%,57%,62%,6.6,0,0,68%,56%,50%,3,67%,,,,
image184.png,Squeaky,1644 -17,9456771,6/2 6/1 6/1,Debuffy,2956 +17,7645717,US Open Arthur Ashe,04/09/2024 16:36,63%,0,0,221,198,144,12,18,16,46%,0%,45,41%,30%,27%,7.1,3,0,44%,40%,19%,0,0%,,,,
image184.png,Debuffy,2956 +17,7645717,6/2 6/1 6/1,squeaky,1644 -17,9456771,US Open Arthur Ashe,04/09/2024 16:36,75%,2,1,208,187,153,56,11,21,77%,47%,92,59%,70%,73%,7.1,0,0,77%,93%,58%,1,78%,,,,
image185.png,Unicah,ELO1,Crc1,Result1,sid,ELO2,Crc2,Tournament1,Date1,76%,4,0,195,180,159,42,2,20,45%,40%,60,64%,65%,57%,5.7,1,0,81%,80%,49%,3,67%,,,,
image185.png,sid,ELO2,Crc2,Result2,Unicah,ELO1,Crc1,Tournament1,Date1,93%,2,0,196,162,149,12,7,7,50%,0%,36,36%,35%,43%,5.7,0,0,53%,25%,20%,0,0%,,,,
image186.png,Unicah,ELO1,Crc1,Result1,sid,ELO2,Crc2,Tournament1,Date1,83%,2,0,212,182,157,30,5,18,75%,14%,44,62%,48%,46%,5.2,0,0,68%,75%,50%,4,50%,,,,
image186.png,sid,ELO2,Crc2,Result2,Unicah,ELO1,Crc1,Tournament1,Date1,86%,1,0,217,183,149,11,4,8,36%,0%,35,38%,52%,54%,5.2,7,0,50%,50%,30%,0,0%,,,,
image187.png,GOATBARBOZA,2443 +36,2225459,6/1 6/2 5/0 ret.,Beginner,2134 -36,10282775,US Open Arthur Ashe,06/09/2024 14:54,81%,4,1,202,185,152,42,8,11,59%,53%,85,56%,74%,56%,4.4,0,0,71%,50%,57%,4,100%,,,,
image187.png,Unicah,2134 -36,10282775,6/1 6/2 5/0 ret.,GOATBARBOZA,2443 +36,2225459,US Open Arthur Ashe,06/09/2024 14:54,62%,3,4,221,188,160,31,16,19,25%,33%,54,44%,26%,44%,4.4,6,0,55%,24%,33%,5,33%,,,,
image188.png,GOATBARBOZA,2382 -5,2225459,0/6 0/0 ret.,Beginner,2137 +5,10282775,US Open Arthur Ashe,06/09/2024 15:06,100%,12,0,187,162,0,12,0,0,100%,100%,24,96%,100%,0%,1.8,0,0,100%,0%,92%,10,100%,,,,
image188.png,Unicah,2137 +5,10282775,0/6 0/0 ret.,GOATBARBOZA,2382 -5,2225459,US Open Arthur Ashe,06/09/2024 15:06,85%,0,0,192,161,155,0,0,0,0%,0%,1,4%,0%,0%,1.8,0,0,0%,0%,4%,0,0%,,,,
image189.png,Katy,1730 -22,2225459,6/2 6/4 6/2,Dani21,2429 +22,15166552,US Open Arthur Ashe,06/09/2024 18:58,64%,3,2,250,203,152,22,18,27,55%,50%,62,38%,40%,50%,7.2,2,0,55%,48%,31%,0,100%,,,,
image189.png,Dani21,2429 +22,15166552,6/2 6/4 6/2,Katy,1730 -22,2225459,US Open Arthur Ashe,06/09/2024 18:58,72%,2,0,217,189,140,37,15,22,79%,67%,86,63%,60%,50%,7.2,0,1,77%,48%,47%,0,100%,,,,
image19.png,Rock,368 -32,15200111,6/1 6/1 6/1,Filipo,925 +32,8795076,AO Rod Laver Day,16/01/2024 20:37,66%,8,1,223,197,157,16,9,9,29%,0%,37,31%,35%,29%,3.5,2,0,49%,25%,22%,1,0%,,,,
image19.png,Filipo,925 +32,8795076,6/1 6/1 6/1,Rock,368 -32,15200111,AO Rod Laver Day,16/01/2024 20:37,81%,26,0,224,200,152,35,3,10,64%,70%,80,69%,65%,71%,3.5,0,2,79%,73%,59%,2,100%,,,,
image190.png,GOATBARBOZA,2383 -24,2225459,4/6 6/2 6/7(1) 6/1 6/1,Debuffy,2976 +24,7645717,US Open Arthur Ashe,06/09/2024 22:21,82%,3,0,215,185,152,73,25,59,43%,25%,145,47%,53%,33%,5.9,6,0,54%,53%,37%,1,43%,,,,
image190.png,Debuffy,2976 +24,7645717,4/6 6/2 6/7(1) 6/1 6/1,GOATBARBOZA,2383 -24,2225459,US Open Arthur Ashe,06/09/2024 22:21,78%,4,0,218,186,156,84,20,19,66%,35%,172,53%,47%,67%,5.9,0,2,64%,62%,46%,3,82%,,,,
image191.png,Debuffy,3008 +32,7645717,6/2 6/0 6/0,Dani21,2432 -32,15166552,US Open Arthur Ashe,10/09/2024 13:29,82%,1,0,215,187,154,38,5,14,75%,73%,78,63%,73%,77%,6.7,0,0,79%,78%,62%,0,100%,,,,
image191.png,Dani21,2432 -32,15166552,6/2 6/0 6/0,Debuffy,3008 +32,7645717,US Open Arthur Ashe,10/09/2024 13:29,75%,0,0,218,191,143,15,9,30,57%,0%,34,37%,27%,23%,6.7,1,0,35%,47%,22%,0,0%,,,,
image192.png,VarnCc,ELO2,Crc2,Result2,Pegglesworth,ELO1,Crc1,Tournament1,Date1,67%,3,2,222,198,163,14,12,2,0%,25%,29,29%,33%,67%,2.8,0,0,76%,39%,28%,0,0%,,,,
image192.png,Pegglesworth,ELO1,Crc1,Result1,VarnCc,ELO2,Crc2,Tournament1,Date1,66%,14,5,219,201,173,28,3,4,33%,60%,58,71%,48%,46%,2.8,1,0,48%,39%,32%,0,100%,,,,
image193.png,VarnCc,895 -35,9771439,6/1 6/1,Brofessor,921 +35,13104809,Winston Salem ATP 250,11/09/2024 18:45,58%,2,3,219,197,176,6,2,4,33%,0%,19,25%,40%,0%,2.4,0,0,45%,31%,13%,0,0%,,,,
image193.png,Brofessor,921 +35,13104809,6/1 6/1,VarnCc,895 -35,9771439,Winston Salem ATP 250,11/09/2024 18:45,66%,15,2,215,196,149,27,5,4,100%,71%,51,75%,60%,100%,2.4,0,0,95%,73%,61%,12,100%,,,,
image194.png,The End,2140 +17,11068848,6/1 6/1,Shomylee,1190 -17,2225459,Winston Salem ATP 250,11/09/2024 17:56,60%,3,0,203,184,152,31,1,3,40%,83%,51,79%,60%,74%,6.4,0,1,76%,86%,61%,0,100%,,,,
image194.png,Shomylee,1190 -17,2225459,6/1 6/1,The End,2140 +17,11068848,Winston Salem ATP 250,11/09/2024 17:56,53%,2,0,225,193,154,16,6,11,50%,0%,22,21%,40%,26%,6.4,0,0,45%,33%,20%,1,0%,,,,
image195.png,YZtilIRIP,1226 -29,10560073,63 64,Brofessor,927 +29,13104809,Winston Salem ATP 250,13/09/2024 01:59,52%,19,4,220,198,163,49,20,4,67%,67%,58,53%,67%,67%,3.4,0,0,76%,39%,28%,0,0%,,,,
image195.png,Brofessor,927 +29,13104809,63 64,YZtillRIP,1226 -29,10560073,Winston Salem ATP 250,13/09/2024 01:59,67%,13,3,220,198,163,49,20,4,67%,67%,58,53%,67%,67%,3.4,0,0,76%,39%,28%,0,0%,,,,
image196.png,YZtilIRIP,ELO2,Crc2,Result2,Pegglesworth,ELO1,Crc1,Tournament1,Date1,60%,7,3,217,197,158,26,8,20,100%,0%,58,57%,50%,50%,4.1,0,0,73%,50%,35%,2,100%,,,,
image196.png,Pegglesworth,ELO1,Crc1,Result1,YZtillRIP,ELO2,Crc2,Tournament1,Date1,86%,17,2,221,200,170,20,13,10,22%,100%,68,57%,46%,50%,4.1,0,0,73%,50%,35%,2,100%,,,,
image197.png,Gobyguru,372 -38,7645717,6/0 6/0,CaptainCrazy,438 ÷38,15935422,Winston Salem ATP 250,12/09/2024 22:19,60%,1,4,207,187,190,3,2,2,100%,0%,5,6%,50%,100%,2.5,0,0,7%,0%,14%,0,0%,,,,
image197.png,CaptainCrazy,438 ÷38,15935422,6/0 6/0,Gobyguru,372 -38,7645717,Winston Salem ATP 250,12/09/2024 22:19,75%,14,0,216,195,156,26,0,1,0%,86%,48,94%,50%,0%,2.5,1,0,86%,86%,96%,12,100%,,,,
image198.png,Gobyguru,378 -22,7645717,6/0 6/3,Brofessor,949 +22,13104809,Winston Salem ATP 250,14/09/2024 19:16,67%,6,1,217,192,184,7,6,1,33%,0%,30,34%,33%,25%,2.6,0,0,59%,29%,13%,1,0%,,,,
image198.png,Brofessor,949 +22,13104809,6/0 6/3,Gobyguru,378 -22,7645717,Winston Salem ATP 250,14/09/2024 19:16,76%,20,1,223,197,151,31,9,7,67%,67%,59,66%,67%,75%,2.6,0,1,93%,67%,51%,9,100%,,,,
image199.png,The End,2166 +26,11068848,63 61,JulianU,1896 -26,10412605,Winston Salem ATP 250,15/09/2024 21:36,83%,3,0,201,184,152,25,7,0,0%,71%,58,67%,72%,52%,6,0,0,74%,57%,57%,0,83%,,,,
image199.png,JulianU,1896 -26,10412605,63 61,The End,2166 +26,11068848,Winston Salem ATP 250,15/09/2024 21:36,69%,4,1,212,189,159,15,9,20,0%,50%,33,33%,28%,48%,6,0,0,41%,47%,29%,2,100%,,,,
image2.png,Squeaky,1335 0,7630874,1/0(7),Dani21,2166 0,5860591,Hong Kong ATP 250,03/01/2024 21:04,38%,0,0,225,209,140,4,1,1,0%,0%,7,50%,25%,33%,5.6,0,2,67%,60%,22%,0,0%,,,,
image2.png,Dani21,2166 0,5860591,1/0(7),Squeaky,1335 0,7630874,Hong Kong ATP 250,03/01/2024 21:04,56%,2,0,202,194,149,6,1,2,60%,0%,10,50%,75%,67%,5.6,0,0,100%,50%,38%,0,0%,,,,
image20.png,Squeaky,1466 +29,2170479,4/6 6/2 6/2 7/6(3),Katy,1357 -29,6566873,AO Rod Laver Night,15/01/2024 21:38,67%,10,0,248,204,151,75,17,40,45%,40%,130,63%,46%,54%,6.7,1,3,83%,58%,49%,8,67%,,,,
image20.png,Katy,1357 -29,6566873,4/6 6/2 6/2 7/6(3),Squeaky,1466 +29,2170479,AO Rod Laver Night,15/01/2024 21:38,67%,3,3,219,189,148,41,17,25,44%,20%,101,37%,54%,46%,6.7,2,3,62%,56%,40%,2,33%,,,,
image200.png,Pegglesworth,451 -23,9465121,7/6(5) 6/3,CaptainCrazy,461 +23,9456771,Winston Salem ATP 250,16/09/2024 17:38,74%,23,6,218,194,179,25,8,13,80%,50%,71,40%,50%,68%,4.3,0,0,54%,17%,47%,6,83%,,,,
image200.png,CaptainCrazy,461 +23,9456771,7/6(5) 6/3,Pegglesworth,451 -23,9465121,Winston Salem ATP 250,16/09/2024 17:38,72%,7,0,222,191,153,50,11,12,0%,67%,84,60%,50%,32%,4.3,3,0,56%,46%,56%,25,100%,,,,
image201.png,The End,ELO2,Crc2,Result2,CaptainCrazy,ELO1,Crc1,Tournament1,Date1,75%,3,0,191,187,161,5,0,2,67%,0%,13,75%,75%,100%,3.7,0,0,75%,75%,23%,0,0%,,,,
image201.png,CaptainCrazy,ELO1,Crc1,Result1,#N/A,ELO2,Crc2,Tournament1,Date1,75%,2,0,203,190,161,0,1,0,0%,0%,3,75%,75%,100%,3.7,0,0,75%,75%,23%,0,0%,,,,
image202.png,The End,2139 +24,11068848,6/2 6/2,Katy,1770 -24,2225459,Winston Salem ATP 250,17/09/2024 16:36,64%,1,0,249,188,152,38,2,6,83%,100%,58,59%,66%,64%,7,0,0,79%,69%,52%,0,100%,,,,
image202.png,Katy,1770 -24,2225459,6/2 6/2,The End,2139 +24,11068848,Winston Salem ATP 250,17/09/2024 16:36,50%,3,0,250,201,153,23,8,11,38%,0%,34,41%,34%,36%,7,0,0,54%,42%,25%,0,0%,,,,
image203.png,CaptainCrazy,410 -17,9456771,63 5/1 ret.,Brofessor,991 +17,13104809,Winston Salem ATP 250,19/09/2024 01:56,76%,11,3,214,173,151,23,44,7,88%,100%,37,64%,88%,100%,2.5,0,0,76%,88%,64%,0,100%,,,,
image203.png,Brofessor,991 +17,13104809,63 5/1 ret.,CaptainCrazy,410 -17,9456771,Winston Salem ATP 250,19/09/2024 01:56,80%,17,0,214,173,151,23,44,7,88%,100%,37,64%,88%,100%,2.5,0,0,76%,88%,64%,0,100%,,,,
image204.png,Shomylee,1165 -25,15758939,6/3 7/6(5),Brofessor,1045 -25,13367005,Chengdu ATP 250,21/09/2024 05:50,77%,13,0,250,192,154,33,6,10,39%,0%,66,47%,37%,70%,3.3,1,0,78%,40%,29%,3,0%,,,,
image204.png,Brofessor,1045 -25,13367005,6/3 7/6(5),Shomylee,1165 -25,15758939,Chengdu ATP 250,21/09/2024 05:50,60%,32,5,217,194,158,27,9,6,57%,25%,75,53%,63%,30%,3.3,0,0,85%,52%,31%,1,50%,,,,
image205.png,Yukihiro,ELO1,Crc1,Result1,Pegglesworth,ELO2,Crc2,Tournament1,Date1,73%,7,1,224,194,159,23,2,9,50%,56%,58,70%,52%,86%,4.3,0,3,77%,64%,60%,2,83%,,,,
image205.png,Pegglesworth,ELO2,Crc2,Result2,Yukihiro,ELO1,Crc1,Tournament1,Date1,62%,4,3,219,198,183,14,11,14,0%,100%,30,30%,48%,14%,4.3,0,0,52%,22%,27%,0,100%,,,,
image206.png,Yukihiro,1092 -11,1765277,6/2 4/0 ret.,Beginner,2177 +11,10282775,Chengdu ATP 250,26/09/2024 00:28,83%,6,1,218,189,160,9,3,8,100%,0%,29,37%,33%,67%,3.8,0,0,47%,29%,29%,0,0%,,,,
image206.png,Unicah,2177 +11,10282775,6/2 4/0 ret.,Yukihiro,1092 -11,1765277,Chengdu ATP 250,26/09/2024 00:28,63%,4,2,217,186,153,34,3,9,33%,44%,50,63%,67%,33%,3.8,2,0,71%,71%,56%,1,80%,,,,
image207.png,WORLD,ELO1,Crc1,Result1,EUROPE,ELO2,Crc2,Tournament1,Date1,83%,3,0,205,185,151,28,4,9,28%,44%,60,65%,54%,58%,4.4,0,1,82%,71%,48%,2,100%,,,,
image207.png,EUROPE,ELO2,Crc2,Result2,WORLD,ELO1,Crc1,Tournament1,Date1,62%,2,0,250,201,155,23,10,19,69%,0%,38,35%,46%,42%,4.4,0,0,61%,36%,20%,1,0%,,,,
image208.png,The End,2195 -1,5094922,6/3 0/0,Squeaky,1378 +1,9456771,Laver Cup,10/10/2024 15:24,65%,2,0,196,181,154,19,2,15,0%,33%,35,56%,56%,63%,8.3,0,0,76%,89%,41%,1,100%,,,,
image208.png,Squeaky,1378 +1,9456771,6/3 0/0,The End,2195 -1,5094922,Laver Cup,10/10/2024 15:24,71%,0,0,219,197,147,8,5,9,50%,0%,25,44%,44%,38%,8.3,0,0,50%,80%,19%,0,0%,,,,
image209.png,The End,ELO1,Crc1,Result1,Squeaky,ELO2,Crc2,Tournament1,Date1,63%,0,0,195,183,153,21,1,7,0%,50%,32,58%,61%,86%,5.9,0,0,76%,60%,54%,1,67%,,,,
image209.png,Squeaky,ELO2,Crc2,Result2,#N/A,ELO1,Crc1,Tournament1,Date1,58%,1,0,220,198,144,10,3,8,25%,0%,19,42%,39%,14%,5.9,0,0,43%,50%,30%,0,0%,,,,
image21.png,Ondracool,1177 +27,14772842,62 61 63,Brofessor,544 -27,8614421,AO Rod Laver Night,17/01/2024 16:15,69%,10,0,225,196,155,38,9,15,43%,44%,82,65%,68%,44%,3.7,0,0,84%,47%,56%,12,100%,,,,
image21.png,Brofessor,544 -27,8614421,62 61 63,Ondracool,1177 +27,14772842,AO Rod Laver Night,17/01/2024 16:15,42%,7,0,219,195,152,15,11,17,55%,0%,46,35%,32%,56%,3.7,0,1,54%,37%,27%,4,0%,,,,
image210.png,Team World,2896 -48,8161966,7/5 6/3,Team Europe,1720 +48,4966077,Laver Cup,15/10/2024 22:13,76%,1,0,230,190,154,26,9,27,67%,100%,55,41%,51%,42%,5.3,0,0,60%,35%,31%,2,100%,,,,
image210.png,Team Europe,1720 +48,4966077,7/5 6/3,Team World,2896 -48,8161966,Laver Cup,15/10/2024 22:13,82%,6,0,213,186,155,26,14,14,0%,38%,68,59%,49%,58%,5.3,0,3,71%,56%,46%,2,71%,,,,
image211.png,Mohd,2084 +21,16010714,6/2 6/2,Axelitos,1550 -21,11931958,Laver Cup,20/10/2024 02:24,83%,3,0,203,177,150,31,4,9,45%,60%,56,60%,57%,67%,6,0,0,63%,50%,61%,7,100%,,,,
image211.png,Axelitos,1550 -21,11931958,6/2 6/2,Mohd,2084 +21,16010714,Laver Cup,20/10/2024 02:24,64%,5,0,222,182,150,18,6,16,25%,50%,36,40%,43%,33%,6,0,1,43%,31%,40%,1,50%,,,,
image212.png,WORLD,2438 +33,2225459,6/2 6/0,EUROPE,2301 -33,3104510,Laver Cup,22/10/2024 21:08,79%,11,0,205,183,152,25,4,5,33%,60%,54,78%,56%,63%,4,1,2,73%,75%,70%,6,100%,,,,
image212.png,EUROPE,2301 -33,3104510,6/2 6/0,WORLD,2438 +33,2225459,Laver Cup,22/10/2024 21:08,57%,0,2,226,186,146,12,8,8,60%,50%,21,22%,44%,38%,4,0,0,29%,31%,26%,0,50%,,,,
image213.png,WORLD,ELO1,1997596,6/0 6/4,EUROPE,ELO2,7334370,Laver Cup,20/10/2024 21:22,72%,8,0,223,193,150,28,3,20,58%,45%,63,71%,53%,60%,5.4,0,0,77%,100%,52%,0,100%,,,,
image213.png,EUROPE,ELO2,7334370,6/0 6/4,WORLD,ELO1,1997596,Laver Cup,20/10/2024 21:22,72%,2,0,248,187,146,12,10,17,43%,100%,37,29%,47%,40%,5.4,0,0,50%,44%,17%,0,100%,,,,
image214.png,The End,2285 +14,11068848,6/1 6/0,Brofessor,1038 -14,5370765,Shanghai ATP 1000,04/11/2024 11:37,76%,9,0,223,189,153,28,3,5,50%,71%,52,82%,76%,60%,3.8,0,1,100%,86%,65%,3,100%,,,,
image214.png,Brofessor,1038 -14,5370765,6/1 6/0,The End,2285 +14,11068848,Shanghai ATP 1000,04/11/2024 11:37,62%,2,3,201,189,143,4,4,8,50%,0%,14,18%,24%,40%,3.8,0,0,43%,21%,3%,1,0%,,,,
image215.png,The End,ELO1,Crc1,Result1,Katy,ELO2,Crc2,Tournament1,Date1,58%,4,0,196,182,154,37,2,12,100%,67%,64,51%,67%,60%,6.7,1,0,74%,55%,51%,0,80%,,,,
image215.png,Katy,ELO2,Crc2,Result2,The End,ELO1,Crc1,Tournament1,Date1,63%,1,1,224,199,150,31,8,14,25%,50%,46,49%,33%,40%,6.7,0,0,61%,29%,34%,4,50%,,,,
image216.png,Gobyguru,434 -6,7211826,60 60,GOATBARBOZA,2394 +6,2225459,Shanghai ATP 1000,08/11/2024 20:54,70%,3,1,225,188,182,2,5,12,0%,0%,10,23%,7%,0%,3.9,0,0,26%,20%,8%,0,0%,,,,
image216.png,GOATBARBOZA,2394 +6,2225459,60 60,Gobyguru,434 -6,7211826,Shanghai ATP 1000,08/11/2024 20:54,69%,8,0,205,186,153,23,5,0,75%,86%,49,77%,93%,100%,3.9,0,0,89%,100%,76%,3,100%,,,,
image217.png,Unicah,ELO1,Crc1,Result1,Shomylee,ELO2,Crc2,Tournament1,Date1,84%,16,0,207,185,171,28,3,6,100%,50%,55,68%,56%,88%,4,1,3,87%,83%,51%,1,80%,,,,
image217.png,Shomylee,ELO2,Crc2,Result2,Unicah,ELO1,Crc1,Tournament1,Date1,78%,6,1,218,182,159,12,4,6,0%,0%,27,32%,44%,13%,4,0,0,54%,30%,14%,0,0%,,,,
image218.png,Ptacek,1743 +12,4966077,6/1 6/1,Pegglesworth,467 -12,9465121,Shanghai ATP 1000,09/11/2024 11:08,76%,4,0,221,186,157,20,3,10,100%,71%,55,72%,48%,75%,4.1,0,0,72%,78%,59%,1,100%,,,,
image218.png,Pegglesworth,467 -12,9465121,6/1 6/1,Placek,1743 +12,4966077,Shanghai ATP 1000,09/11/2024 11:08,61%,1,5,218,193,175,15,10,16,72%,0%,29,28%,52%,25%,4.1,0,0,50%,28%,26%,1,0%,,,,
image219.png,Squeaky,1320 -17,9465121,6/0 6/1,GOATBARBOZA,2411 +17,2225459,Shanghai ATP 1000,11/11/2024 10:55,68%,4,0,218,196,147,8,8,13,8%,100%,27,36%,25%,25%,5.4,0,0,45%,6%,28%,1,100%,,,,
image219.png,GOATBARBOZA,2411 +17,2225459,6/0 6/1,squeaky,1320 -17,9465121,Shanghai ATP 1000,11/11/2024 10:55,84%,3,0,210,179,152,37,6,9,79%,58%,61,64%,75%,75%,5.4,0,0,74%,60%,68%,5,100%,,,,
